"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"19F","COMPTNG","40A","1","B",2,25,"LINDSTROM, M.R.","1","Introduction to Programming for Internet","255",3
"19F","COMPTNG","40A","1","B-",7,25,"LINDSTROM, M.R.","1","Introduction to Programming for Internet","255",2.7
"19F","COMPTNG","40A","1","C+",1,25,"LINDSTROM, M.R.","1","Introduction to Programming for Internet","255",2.3
"19F","COMPTNG","40A","1","C",2,25,"LINDSTROM, M.R.","1","Introduction to Programming for Internet","255",2
"19F","COMPTNG","40A","1","F",3,25,"LINDSTROM, M.R.","1","Introduction to Programming for Internet","255",0
"19F","DANCE","1","1","A+",3,31,"POPKIN, L.A.","1","Global Perspectives on Dance","255",4
"19F","DANCE","1","1","A",23,31,"POPKIN, L.A.","1","Global Perspectives on Dance","255",4
"19F","DANCE","1","1","A-",2,31,"POPKIN, L.A.","1","Global Perspectives on Dance","255",3.7
"19F","DANCE","1","1","B+",1,31,"POPKIN, L.A.","1","Global Perspectives on Dance","255",3.3
"19F","DANCE","1","1","B",2,31,"POPKIN, L.A.","1","Global Perspectives on Dance","255",3
"19F","DANCE","5","1","A",13,20,"EEN, R.W.","1","Moving Voice","255",4
"19F","DANCE","5","1","A-",4,20,"EEN, R.W.","1","Moving Voice","255",3.7
"19F","DANCE","5","1","B+",2,20,"EEN, R.W.","1","Moving Voice","255",3.3
"19F","DANCE","5","1","B",1,20,"EEN, R.W.","1","Moving Voice","255",3
"19F","DANCE","6","1","A+",1,22,"WODOBODE, A.","1","Beginning West African Dance","255",4
"19F","DANCE","6","1","A",12,22,"WODOBODE, A.","1","Beginning West African Dance","255",4
"19F","DANCE","6","1","B+",7,22,"WODOBODE, A.","1","Beginning West African Dance","255",3.3
"19F","DANCE","6","1","B",2,22,"WODOBODE, A.","1","Beginning West African Dance","255",3
"19F","DANCE","9","1","A+",11,31,"FOAAD, L.R.","1","Beginning Hip-Hop Dance","255",4
"19F","DANCE","9","1","A",20,31,"FOAAD, L.R.","1","Beginning Hip-Hop Dance","255",4
"19F","DANCE","10","1","A+",10,17,"TSOU, J.C.","1","Beginning Martial Arts","255",4
"19F","DANCE","10","1","A",2,17,"TSOU, J.C.","1","Beginning Martial Arts","255",4
"19F","DANCE","10","1","A-",2,17,"TSOU, J.C.","1","Beginning Martial Arts","255",3.7
"19F","DANCE","10","1","P",3,17,"TSOU, J.C.","1","Beginning Martial Arts","255",-1
"19F","DANCE","11","1","A+",8,19,"BLU WAKPA, T.","3","Yoga","255",4
"19F","DANCE","11","1","A",11,19,"BLU WAKPA, T.","3","Yoga","255",4
"19F","DANCE","13","1","A+",6,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",4
"19F","DANCE","13","1","A",4,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",4
"19F","DANCE","13","1","A-",3,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",3.7
"19F","DANCE","13","1","B+",4,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",3.3
"19F","DANCE","13","1","C+",1,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",2.3
"19F","DANCE","13","1","P",1,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",-1
"19F","DANCE","13","1","S",1,20,"CAUDILLO, V.M.","1","Beginning Ballet","255",0
"19F","DANCE","15","1","A+",7,21,"YU, C.","3","Beginning Modern/Postmodern Dance","255",4
"19F","DANCE","15","1","A",9,21,"YU, C.","3","Beginning Modern/Postmodern Dance","255",4
"19F","DANCE","15","1","A-",4,21,"YU, C.","3","Beginning Modern/Postmodern Dance","255",3.7
"","","","","",NA,NA,"","","","",0
"19F","DANCE","15","1","B",1,21,"YU, C.","3","Beginning Modern/Postmodern Dance","255",3
"19F","DANCE","15","2","A+",7,10,"YU, C.","3","Beginning Modern/Postmodern Dance","255",4
"19F","DANCE","15","2","A-",1,10,"YU, C.","3","Beginning Modern/Postmodern Dance","255",3.7
"19F","DANCE","15","2","P",1,10,"YU, C.","3","Beginning Modern/Postmodern Dance","255",-1
"19F","DANCE","15","2","S",1,10,"YU, C.","3","Beginning Modern/Postmodern Dance","255",0
"19F","DANCE","16","1","A+",2,20,"ROUSSEVE, D.J.","3","Beginning Improvisation in Dance","255",4
"19F","DANCE","16","1","A",17,20,"ROUSSEVE, D.J.","3","Beginning Improvisation in Dance","255",4
"19F","DANCE","16","1","A-",1,20,"ROUSSEVE, D.J.","3","Beginning Improvisation in Dance","255",3.7
"19F","DANCE","59","1","A+",3,18,"LOPEZ, J.G.","1","Intermediate Hip-Hop Dance","255",4
"19F","DANCE","59","1","A",14,18,"LOPEZ, J.G.","1","Intermediate Hip-Hop Dance","255",4
"19F","DANCE","59","1","B+",1,18,"LOPEZ, J.G.","1","Intermediate Hip-Hop Dance","255",3.3
"19F","DANCE","65","1","A+",4,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",4
"19F","DANCE","65","1","A",16,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",4
"19F","DANCE","65","1","B+",1,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",3.3
"19F","DANCE","65","1","B",2,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",3
"19F","DANCE","65","1","B-",1,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",2.7
"19F","DANCE","65","1","C",3,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",2
"19F","DANCE","65","1","C-",1,28,"COAD, G.W.","1","Intermediate Modern/Postmodern Dance","255",1.7
"19F","DANCE","67A","1","A+",3,15,"YU, C.","1","Theories and Methods in Dance Composition I: Languages","255",4
"19F","DANCE","67A","1","A",7,15,"YU, C.","1","Theories and Methods in Dance Composition I: Languages","255",4
"19F","DANCE","67A","1","A-",2,15,"YU, C.","1","Theories and Methods in Dance Composition I: Languages","255",3.7
"19F","DANCE","67A","1","B+",3,15,"YU, C.","1","Theories and Methods in Dance Composition I: Languages","255",3.3
"19F","DANCE","C106A","1","A+",1,20,"WODOBODE, A.","1","Advanced West African Dance","255",4
"19F","DANCE","C106A","1","A",8,20,"WODOBODE, A.","1","Advanced West African Dance","255",4
"19F","DANCE","C106A","1","A-",1,20,"WODOBODE, A.","1","Advanced West African Dance","255",3.7
"19F","DANCE","C106A","1","B+",5,20,"WODOBODE, A.","1","Advanced West African Dance","255",3.3
"19F","DANCE","C106A","1","B",5,20,"WODOBODE, A.","1","Advanced West African Dance","255",3
"19F","DANCE","C113A","1","A+",4,18,"TOMITA, N.","1","Advanced Ballet","255",4
"19F","DANCE","C113A","1","A",7,18,"TOMITA, N.","1","Advanced Ballet","255",4
"19F","DANCE","C113A","1","A-",5,18,"TOMITA, N.","1","Advanced Ballet","255",3.7
"19F","DANCE","C113A","1","B+",1,18,"TOMITA, N.","1","Advanced Ballet","255",3.3
"19F","DANCE","C113A","1","P",1,18,"TOMITA, N.","1","Advanced Ballet","255",-1
"19F","DANCE","C115","1","A+",2,22,"COAD, G.W.","1","Advanced Modern/Postmodern Dance","255",4
"19F","DANCE","C115","1","A",16,22,"COAD, G.W.","1","Advanced Modern/Postmodern Dance","255",4
"19F","DANCE","C115","1","B",2,22,"COAD, G.W.","1","Advanced Modern/Postmodern Dance","255",3
"19F","DANCE","C115","1","C",1,22,"COAD, G.W.","1","Advanced Modern/Postmodern Dance","255",2
"19F","DANCE","C115","1","D",1,22,"COAD, G.W.","1","Advanced Modern/Postmodern Dance","255",1
"19F","DANCE","117B","1","A+",4,20,"WARBY, R.K.","1","Theories and Methods in Dance Composition IV: Impacts","255",4
"19F","DANCE","117B","1","A",14,20,"WARBY, R.K.","1","Theories and Methods in Dance Composition IV: Impacts","255",4
"19F","DANCE","117B","1","A-",2,20,"WARBY, R.K.","1","Theories and Methods in Dance Composition IV: Impacts","255",3.7
"19F","DANCE","117C","1","A+",2,10,"EEN, R.W.","1","Advanced Topics in Choreography","255",4
"19F","DANCE","117C","1","A",4,10,"EEN, R.W.","1","Advanced Topics in Choreography","255",4
"19F","DANCE","117C","1","A-",1,10,"EEN, R.W.","1","Advanced Topics in Choreography","255",3.7
"19F","DANCE","117C","1","B+",2,10,"EEN, R.W.","1","Advanced Topics in Choreography","255",3.3
"19F","DANCE","117C","1","B",1,10,"EEN, R.W.","1","Advanced Topics in Choreography","255",3
"19F","DANCE","174B","1","A+",9,11,"LEWIS, L.M.","1","Projects in Dance","255",4
"19F","DANCE","174B","1","A",1,11,"LEWIS, L.M.","1","Projects in Dance","255",4
"19F","DANCE","174B","1","A-",1,11,"LEWIS, L.M.","1","Projects in Dance","255",3.7
"19F","DANCE","C184","1","A+",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",4
"19F","DANCE","C184","1","A",8,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",4
"19F","DANCE","C184","1","A-",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",3.7
"19F","DANCE","C184","1","B+",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",3.3
"19F","DANCE","C184","1","B-",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",2.7
"19F","DANCE","C184","1","C+",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",2.3
"19F","DANCE","C184","1","D",1,14,"HORWITZ, A.M.","1","Production Arts Seminar","255",1
"19F","DESMA","10","1","A+",9,293,"HUHTAMO, E.I.","1","Design Culture","255",4
"19F","DESMA","10","1","A",118,293,"HUHTAMO, E.I.","1","Design Culture","255",4
"19F","DESMA","10","1","A-",74,293,"HUHTAMO, E.I.","1","Design Culture","255",3.7
"19F","DESMA","10","1","B+",42,293,"HUHTAMO, E.I.","1","Design Culture","255",3.3
"19F","DESMA","10","1","B",23,293,"HUHTAMO, E.I.","1","Design Culture","255",3
"19F","DESMA","10","1","B-",7,293,"HUHTAMO, E.I.","1","Design Culture","255",2.7
"19F","DESMA","10","1","C+",7,293,"HUHTAMO, E.I.","1","Design Culture","255",2.3
"19F","DESMA","10","1","C",2,293,"HUHTAMO, E.I.","1","Design Culture","255",2
"19F","DESMA","10","1","C-",2,293,"HUHTAMO, E.I.","1","Design Culture","255",1.7
"19F","DESMA","10","1","F",1,293,"HUHTAMO, E.I.","1","Design Culture","255",0
"19F","DESMA","10","1","I",1,293,"HUHTAMO, E.I.","1","Design Culture","255",0
"19F","DESMA","10","1","NP",1,293,"HUHTAMO, E.I.","1","Design Culture","255",-2
"19F","DESMA","10","1","P",6,293,"HUHTAMO, E.I.","1","Design Culture","255",-1
"19F","DESMA","21","1","A+",11,22,"JIANG, Y.","1","Drawing and Color","255",4
"19F","DESMA","21","1","A",10,22,"JIANG, Y.","1","Drawing and Color","255",4
"19F","DESMA","21","1","A-",1,22,"JIANG, Y.","1","Drawing and Color","255",3.7
"19F","DESMA","22","1","A+",3,14,"ESPOSITO, P.C.","1","Form","255",4
"19F","DESMA","22","1","A",9,14,"ESPOSITO, P.C.","1","Form","255",4
"19F","DESMA","22","1","A-",1,14,"ESPOSITO, P.C.","1","Form","255",3.7
"19F","DESMA","22","1","B-",1,14,"ESPOSITO, P.C.","1","Form","255",2.7
"19F","DESMA","25","1","A+",5,21,"LUCAS, W.H.","1","Typography","255",4
"19F","DESMA","25","1","A",8,21,"LUCAS, W.H.","1","Typography","255",4
"19F","DESMA","25","1","A-",4,21,"LUCAS, W.H.","1","Typography","255",3.7
"19F","DESMA","25","1","B",1,21,"LUCAS, W.H.","1","Typography","255",3
"19F","DESMA","25","1","I",3,21,"LUCAS, W.H.","1","Typography","255",0
"19F","DESMA","101","1","A+",5,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",4
"19F","DESMA","101","1","A",20,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",4
"19F","DESMA","101","1","A-",21,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",3.7
"19F","DESMA","101","1","B+",11,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",3.3
"19F","DESMA","101","1","B",6,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",3
"19F","DESMA","101","1","B-",2,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",2.7
"19F","DESMA","101","1","C+",2,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",2.3
"19F","DESMA","101","1","C",1,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",2
"19F","DESMA","101","1","C-",3,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",1.7
"19F","DESMA","101","1","P",1,72,"HUHTAMO, E.I.","1","Media Arts: Introduction","255",-1
"19F","DESMA","152","1","A",12,14,"MCWILLIAMS, C.B.","1","Tangible Media","255",4
"19F","DESMA","152","1","B-",1,14,"MCWILLIAMS, C.B.","1","Tangible Media","255",2.7
"19F","DESMA","152","1","D",1,14,"MCWILLIAMS, C.B.","1","Tangible Media","255",1
"19F","DESMA","156","1","A+",4,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",4
"19F","DESMA","156","1","A",7,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",4
"19F","DESMA","156","1","A-",5,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",3.7
"19F","DESMA","156","1","B+",1,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",3.3
"19F","DESMA","156","1","B",3,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",3
"19F","DESMA","156","1","C",1,21,"STEINKAMP, J.J.","1","Three-Dimensional Modeling and Motion","255",2
"19F","DESMA","157","1","A+",1,15,"STERN, E.I.","1","Game Design","255",4
"19F","DESMA","157","1","A",2,15,"STERN, E.I.","1","Game Design","255",4
"19F","DESMA","157","1","A-",6,15,"STERN, E.I.","1","Game Design","255",3.7
"19F","DESMA","157","1","B+",4,15,"STERN, E.I.","1","Game Design","255",3.3
"19F","DESMA","157","1","C",1,15,"STERN, E.I.","1","Game Design","255",2
"19F","DESMA","157","1","I",1,15,"STERN, E.I.","1","Game Design","255",0
"19F","DESMA","160","1","A+",14,21,"ALEKHUOGIE, D.O.","1","Special Topics in Design | Media Arts","255",4
"19F","DESMA","160","1","A",5,21,"ALEKHUOGIE, D.O.","1","Special Topics in Design | Media Arts","255",4
"19F","DESMA","160","1","A-",2,21,"ALEKHUOGIE, D.O.","1","Special Topics in Design | Media Arts","255",3.7
"19F","DESMA","160","2","A+",5,21,"TRIANTAFYLLIDIS, T","1","Special Topics in Design | Media Arts","255",4
"19F","DESMA","160","2","A",3,21,"TRIANTAFYLLIDIS, T","1","Special Topics in Design | Media Arts","255",4
"19F","DESMA","160","2","A-",7,21,"TRIANTAFYLLIDIS, T","1","Special Topics in Design | Media Arts","255",3.7
"19F","DESMA","160","2","B+",6,21,"TRIANTAFYLLIDIS, T","1","Special Topics in Design | Media Arts","255",3.3
"19F","DESMA","161","1","A+",4,19,"MCCARTHY, L.","1","Network Media","255",4
"19F","DESMA","161","1","A",8,19,"MCCARTHY, L.","1","Network Media","255",4
"19F","DESMA","161","1","A-",3,19,"MCCARTHY, L.","1","Network Media","255",3.7
"19F","DESMA","161","1","B-",1,19,"MCCARTHY, L.","1","Network Media","255",2.7
"19F","DESMA","161","1","C",1,19,"MCCARTHY, L.","1","Network Media","255",2
"19F","DESMA","161","1","F",1,19,"MCCARTHY, L.","1","Network Media","255",0
"19F","DESMA","161","1","I",1,19,"MCCARTHY, L.","1","Network Media","255",0
"19F","DESMA","171","1","A+",2,18,"REAS, C.","1","Topics in Interactivity and Games","255",4
"19F","DESMA","171","1","A",8,18,"REAS, C.","1","Topics in Interactivity and Games","255",4
"","","","","",NA,NA,"","","","",0
"19F","DESMA","171","1","A-",5,18,"REAS, C.","1","Topics in Interactivity and Games","255",3.7
"19F","DESMA","171","1","B+",1,18,"REAS, C.","1","Topics in Interactivity and Games","255",3.3
"19F","DESMA","171","1","B",2,18,"REAS, C.","1","Topics in Interactivity and Games","255",3
"19F","DESMA","172","1","A+",7,11,"JIANG, Y.","1","Topics in Video and Animation","255",4
"19F","DESMA","172","1","A-",4,11,"JIANG, Y.","1","Topics in Video and Animation","255",3.7
"19F","DESMA","200","1","S",11,11,"MOELLER, C.A.","1","Design | Media Arts Faculty Seminar","255",0
"19F","DESMA","289","1","A+",11,11,"WILLIS, H.L.","1","Special Topics in Media Arts","255",4
"19F","DESMA","403","1","S",11,11,"MCWILLIAMS, C.B.","1","Graduate Critique","255",0
"19F","DESMA","403","2","S",11,11,"FERRER, C.J.","1","Graduate Critique","255",0
"19F","DESMA","495","1","S",11,11,"MOELLER, C.A.","3","Teaching Assistant Training Practicum","255",0
"19F","DGT HUM","101","1","A+",12,122,"SANDERS, A.","1","Introduction to Digital Humanities","255",4
"19F","DGT HUM","101","1","A",105,122,"SANDERS, A.","1","Introduction to Digital Humanities","255",4
"19F","DGT HUM","101","1","A-",2,122,"SANDERS, A.","1","Introduction to Digital Humanities","255",3.7
"19F","DGT HUM","101","1","B+",2,122,"SANDERS, A.","1","Introduction to Digital Humanities","255",3.3
"19F","DGT HUM","101","1","I",1,122,"SANDERS, A.","1","Introduction to Digital Humanities","255",0
"19F","DGT HUM","150","2","A+",2,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",4
"19F","DGT HUM","150","2","A",9,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",4
"19F","DGT HUM","150","2","B+",1,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",3.3
"19F","DGT HUM","150","2","B",1,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",3
"19F","DGT HUM","150","2","B-",1,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",2.7
"19F","DGT HUM","150","2","C+",1,15,"CHO, S.","1","Advanced Topics in Digital Humanities","255",2.3
"19F","DGT HUM","201","1","A",12,17,"POSNER, M.","1","Introduction to Digital Humanities","255",4
"19F","DGT HUM","201","1","A-",1,17,"POSNER, M.","1","Introduction to Digital Humanities","255",3.7
"19F","DGT HUM","201","1","B+",1,17,"POSNER, M.","1","Introduction to Digital Humanities","255",3.3
"19F","DGT HUM","201","1","B",1,17,"POSNER, M.","1","Introduction to Digital Humanities","255",3
"19F","DGT HUM","201","1","B-",1,17,"POSNER, M.","1","Introduction to Digital Humanities","255",2.7
"19F","DGT HUM","201","1","I",1,17,"POSNER, M.","1","Introduction to Digital Humanities","255",0
"19F","DIS STD","101W","1","A+",37,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",4
"19F","DIS STD","101W","1","A",27,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",4
"19F","DIS STD","101W","1","A-",7,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",3.7
"19F","DIS STD","101W","1","B+",2,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",3.3
"19F","DIS STD","101W","1","B",2,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",3
"19F","DIS STD","101W","1","C+",1,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",2.3
"19F","DIS STD","101W","1","C",1,77,"HERNANDEZ, F.A.","1","Perspectives on Disability Studies","255",2
"19F","DIS STD","M103","1","A+",2,11,"WOLF, S.M.","1","Studies in Disability Literatures","255",4
"19F","DIS STD","M103","1","A",5,11,"WOLF, S.M.","1","Studies in Disability Literatures","255",4
"19F","DIS STD","M103","1","A-",3,11,"WOLF, S.M.","1","Studies in Disability Literatures","255",3.7
"19F","DIS STD","M103","1","B+",1,11,"WOLF, S.M.","1","Studies in Disability Literatures","255",3.3
"19F","DIS STD","M148","1","A",29,31,"SCHOTTMILLER, C.D.","1","Sociology of Mental Illness","255",4
"19F","DIS STD","M148","1","A-",1,31,"SCHOTTMILLER, C.D.","1","Sociology of Mental Illness","255",3.7
"19F","DIS STD","M148","1","S",1,31,"SCHOTTMILLER, C.D.","1","Sociology of Mental Illness","255",0
"19F","DIS STD","195CE","2","A",13,15,"MARKS, V.E.","3","Community and Corporate Internships in Disability Studies","255",4
"19F","DIS STD","195CE","2","A-",1,15,"MARKS, V.E.","3","Community and Corporate Internships in Disability Studies","255",3.7
"19F","DIS STD","195CE","2","B+",1,15,"MARKS, V.E.","3","Community and Corporate Internships in Disability Studies","255",3.3
"19F","DUTCH","103A","1","A+",13,26,"BRIER, M.F.","1","Elementary Dutch","255",4
"19F","DUTCH","103A","1","A",10,26,"BRIER, M.F.","1","Elementary Dutch","255",4
"19F","DUTCH","103A","1","B",1,26,"BRIER, M.F.","1","Elementary Dutch","255",3
"19F","DUTCH","103A","1","P",2,26,"BRIER, M.F.","1","Elementary Dutch","255",-1
"19F","DUTCH","103A","1","S",1,26,"BRIER, M.F.","1","Elementary Dutch","255",0
"19F","EC ENGR","1","1","P",89,89,"ALWAN, A.A.","1","Undergraduate Seminar","255",-1
"19F","EC ENGR","2","1","A+",4,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",4
"19F","EC ENGR","2","1","A",23,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",4
"19F","EC ENGR","2","1","A-",10,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",3.7
"19F","EC ENGR","2","1","B+",18,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",3.3
"19F","EC ENGR","2","1","B",19,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",3
"19F","EC ENGR","2","1","B-",8,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",2.7
"19F","EC ENGR","2","1","C+",1,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",2.3
"19F","EC ENGR","2","1","C",1,84,"SOKOLICH, M.","1","Physics for Electrical Engineers","255",2
"19F","EC ENGR","3","1","A+",14,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",4
"19F","EC ENGR","3","1","A",49,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",4
"19F","EC ENGR","3","1","A-",31,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",3.7
"19F","EC ENGR","3","1","B+",30,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",3.3
"19F","EC ENGR","3","1","B",16,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",3
"19F","EC ENGR","3","1","B-",8,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",2.7
"19F","EC ENGR","3","1","C+",3,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",2.3
"19F","EC ENGR","3","1","C",3,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",2
"19F","EC ENGR","3","1","C-",1,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",1.7
"19F","EC ENGR","3","1","D-",1,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",0.7
"19F","EC ENGR","3","1","I",2,158,"BRIGGS, D.M.","1","Introduction to Electrical Engineering","255",0
"19F","EC ENGR","10H","1","A",2,17,"ABIDI, A.A.","1","Circuit Theory I (Honors)","255",4
"19F","EC ENGR","10H","1","A-",5,17,"ABIDI, A.A.","1","Circuit Theory I (Honors)","255",3.7
"19F","EC ENGR","10H","1","B+",2,17,"ABIDI, A.A.","1","Circuit Theory I (Honors)","255",3.3
"19F","EC ENGR","10H","1","B",5,17,"ABIDI, A.A.","1","Circuit Theory I (Honors)","255",3
"19F","EC ENGR","10H","1","B-",3,17,"ABIDI, A.A.","1","Circuit Theory I (Honors)","255",2.7
"19F","EC ENGR","11L","1","A",17,20,"ABIDI, A.A.","1","Circuits Laboratory I","255",4
"19F","EC ENGR","11L","1","A-",3,20,"ABIDI, A.A.","1","Circuits Laboratory I","255",3.7
"19F","EC ENGR","19","1","P",15,15,"KADAMBI, A.","1","Fiat Lux Freshman Seminars","255",-1
"19F","EC ENGR","100","1","A+",9,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",4
"19F","EC ENGR","100","1","A",23,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",4
"19F","EC ENGR","100","1","A-",32,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",3.7
"19F","EC ENGR","100","1","B+",41,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",3.3
"19F","EC ENGR","100","1","B",34,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",3
"19F","EC ENGR","100","1","B-",24,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",2.7
"19F","EC ENGR","100","1","C+",21,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",2.3
"19F","EC ENGR","100","1","C",13,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",2
"19F","EC ENGR","100","1","C-",3,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",1.7
"19F","EC ENGR","100","1","D+",4,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",1.3
"19F","EC ENGR","100","1","D",2,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",1
"19F","EC ENGR","100","1","F",3,209,"PAMARTI, S.","1","Electrical and Electronic Circuits","255",0
"19F","EC ENGR","101A","1","A+",4,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",4
"19F","EC ENGR","101A","1","A",24,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",4
"19F","EC ENGR","101A","1","A-",36,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",3.7
"19F","EC ENGR","101A","1","B+",22,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",3.3
"19F","EC ENGR","101A","1","B",10,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",3
"19F","EC ENGR","101A","1","B-",4,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",2.7
"19F","EC ENGR","101A","1","C+",7,107,"EMAMINEJAD, S.","1","Engineering Electromagnetics","255",2.3
"19F","EC ENGR","102","1","A+",10,189,"KAO, J.C.","1","Systems and Signals","255",4
"19F","EC ENGR","102","1","A",60,189,"KAO, J.C.","1","Systems and Signals","255",4
"19F","EC ENGR","102","1","A-",27,189,"KAO, J.C.","1","Systems and Signals","255",3.7
"19F","EC ENGR","102","1","B+",24,189,"KAO, J.C.","1","Systems and Signals","255",3.3
"19F","EC ENGR","102","1","B",21,189,"KAO, J.C.","1","Systems and Signals","255",3
"19F","EC ENGR","102","1","B-",22,189,"KAO, J.C.","1","Systems and Signals","255",2.7
"19F","EC ENGR","102","1","C+",6,189,"KAO, J.C.","1","Systems and Signals","255",2.3
"19F","EC ENGR","102","1","C",3,189,"KAO, J.C.","1","Systems and Signals","255",2
"19F","EC ENGR","102","1","C-",5,189,"KAO, J.C.","1","Systems and Signals","255",1.7
"19F","EC ENGR","102","1","D+",2,189,"KAO, J.C.","1","Systems and Signals","255",1.3
"19F","EC ENGR","102","1","D",4,189,"KAO, J.C.","1","Systems and Signals","255",1
"19F","EC ENGR","102","1","D-",2,189,"KAO, J.C.","1","Systems and Signals","255",0.7
"19F","EC ENGR","102","1","F",3,189,"KAO, J.C.","1","Systems and Signals","255",0
"19F","EC ENGR","110L","1","A",6,20,"MESGHALI, F.","1","Circuit Measurements Laboratory","255",4
"19F","EC ENGR","110L","1","A-",4,20,"MESGHALI, F.","1","Circuit Measurements Laboratory","255",3.7
"19F","EC ENGR","110L","1","B+",5,20,"MESGHALI, F.","1","Circuit Measurements Laboratory","255",3.3
"19F","EC ENGR","110L","1","B",5,20,"MESGHALI, F.","1","Circuit Measurements Laboratory","255",3
"19F","EC ENGR","110L","2","A",6,16,"MESGHALI, F.","1","Circuit Measurements Laboratory","255",4
